hex9,value
89196baf313ffff,4545
89196b84533ffff,5664
89196bab033ffff,8686
89196b96027ffff,9057
89196ba6ccfffff,1776
8919682c86bffff,3596
891969411cbffff,8813
89196ba81d3ffff,2460
89196b85923ffff,2441
89196ba9c07ffff,8377
89196ba622fffff,7850
8919697b313ffff,9485
89196bab64bffff,7237
89196ba00c3ffff,5192
8919696052bffff,1258
89196949963ffff,159
89196bb315bffff,1143
89196948363ffff,6005
89196bb540bffff,7564
89196bb2cd3ffff,6475
89196b059cbffff,6600
89196baeb13ffff,1491
89196baa69bffff,2647
89196ba6a17ffff,5245
89196ba1e8bffff,4386
891969690b7ffff,8094
89196b8604fffff,1359
8919696a583ffff,7084
89196bb5013ffff,9405
8919694e453ffff,4186
89196ba2643ffff,4011
89196959b13ffff,3717
89196b33487ffff,2509
89196ba097bffff,4363
89196ba148fffff,6153
89196bb9e13ffff,128
89196b95dc7ffff,7067
89196bb5903ffff,4785
89196b94cafffff,8979
89196945333ffff,7749
89196ba29cbffff,2399
89196baaa57ffff,5976
89196baf023ffff,3021
89196ba402bffff,5529
8919694869bffff,7386
89196941607ffff,6613
8919695893bffff,6066
89196bb8e53ffff,6201
89196948193ffff,2440
89196b84313ffff,2490
89196bb56b7ffff,279
89196b32aafffff,9084
8919694e427ffff,5316
89196ba1c77ffff,3390
89196ba9433ffff,3272
89196baa40bffff,7753
89196baf62bffff,5609
89196bb1663ffff,1867
89196ba26a7ffff,8723
89196ba15cbffff,6992
89196ba2d1bffff,8087
89196b04113ffff,6127
8919694f157ffff,8526
89196941603ffff,7096
89196ba493bffff,9978
89196b05e0bffff,930
8919694b2cfffff,825
89196b8c97bffff,536
89196ba1d37ffff,6199
89196bbb0c7ffff,2013
89196ba922fffff,1602
89196978d4fffff,7278
89196b06c8bffff,4512
89196ba296bffff,5689
8919696227bffff,3399
89196bb726fffff,8777
89196baadd7ffff,7893
89196bb2bd3ffff,8408
89196b8681bffff,8550
89196b84173ffff,292
89196b16077ffff,5037
89196b842abffff,6027
89196baae77ffff,3818
89196b84a67ffff,3236
8919682ca73ffff,5888
89196b94e63ffff,8224
89196ba901bffff,5096
89196b84877ffff,7034
89196ba01dbffff,7367
89196bb666bffff,5418
89196baeacbffff,4045
89196949ebbffff,5976
89196ba807bffff,4463
89196bb4d23ffff,2233
89196bb052bffff,8414
89196b16d9bffff,4575
89196ba0c3bffff,4395
89196bad677ffff,4512
89196ba11b7ffff,9734
89196941ba3ffff,9605
89196ba125bffff,5350
89196960007ffff,2471
8919696a2afffff,4604
89196bace0bffff,9138
89196948d33ffff,63
89196b06e87ffff,8508
8919682cb53ffff,3756
8919682cab7ffff,7395
89196b869c3ffff,9222
8919694e913ffff,4356
8919696b5abffff,8566
89196bad14bffff,10
8919697916bffff,3356
89196ba851bffff,3066
89196bb2a0fffff,4885
89196969ba3ffff,7284
89196b855a7ffff,8170
8919694ac73ffff,6942
89196b3342bffff,7722
89196b8403bffff,9305
891fa493683ffff,9361
89196b322bbffff,3377
89196bb1b17ffff,4631
89196ba1c67ffff,3887
89196ba1cb7ffff,2049
89196b30467ffff,286
89196bac5cfffff,8174
89196bae16fffff,2908
89196b366b7ffff,3850
89196bb2963ffff,9655
89196bb1427ffff,5667
89196ba0d4bffff,853
891969635c7ffff,2836
89196ba4da7ffff,7380
8919696b277ffff,3711
89196948187ffff,8973
89196bb2d43ffff,5820
89196b1690fffff,7690
89196b05837ffff,5101
8919694844bffff,5897
89196bb1c53ffff,1570
89196ba6aa7ffff,4000
89196bb8bc3ffff,3787
89196b366b7ffff,628
89196ba8b8fffff,3035
89196bb099bffff,227
89196941677ffff,7882
89196bb6953ffff,3181
8919694aa37ffff,4341
89196ba6497ffff,1722
891fa49660bffff,8770
89196bad6afffff,5323
8919694905bffff,8652
891969589d3ffff,567
891969695abffff,6718
8919694db23ffff,2936
89196ba30dbffff,2876
89196b16e23ffff,528
89196b15d13ffff,8428
89196b96983ffff,750
89196941d73ffff,8700
89196b963d3ffff,7277
89196961067ffff,2102
89196949483ffff,2835
891969792cbffff,7486
89196ba718bffff,4057
891969693b7ffff,1107
8919696a1d3ffff,5868
89196bb66cfffff,1228
8919697a957ffff,7720
89196bbb257ffff,7543
8919694c6bbffff,2979
89196b145b3ffff,6224
89196bacd47ffff,690
89196b06d3bffff,6800
8919694c577ffff,1588
89196bb8837ffff,9653
8919696ae6fffff,650
89196978ba3ffff,1302
89196bb291bffff,3280
89196bad617ffff,4500
89196b96307ffff,118
89196b8446bffff,3819
89196bb45a7ffff,6053
89196bb4eafffff,6865
89196b04317ffff,6188
89196ba5a6bffff,9630
89196ba514bffff,8700
89196bba527ffff,5242
89196bacac3ffff,5465
8919694826fffff,2654
891969685a7ffff,5158
8919694c287ffff,3085
89196968497ffff,9136
8919694d2b7ffff,5061
8919694b52bffff,5234
89196ba6acbffff,7506
89196ba3403ffff,6990
89196959293ffff,9377
89196baa0cbffff,2372
89196ba202fffff,2233
89196b04ebbffff,3306
89196b14817ffff,8827
89196ba0b33ffff,2475
89196963377ffff,6477
89196ba048fffff,1037
89196bb45b7ffff,8963
89196941a3bffff,3148
89196bae10fffff,3678
89196b84abbffff,4708
89196bb89dbffff,244
89196bb044bffff,4664
89196bb36dbffff,6045
89196b16567ffff,3942
89196949e47ffff,3243
89196ba5307ffff,1767
89196941dabffff,7438
89196bb2cc3ffff,1241
89196962243ffff,5079
8919696b663ffff,4914
89196bb5c5bffff,8567
89196969c57ffff,9280
89196b0659bffff,1039
89196bb223bffff,6299
89196bb7593ffff,1225
89196bb54cfffff,3128
89196bb6c6bffff,2473
89196958907ffff,9056
89196ba30c7ffff,9172
89196bb15d7ffff,51
89196ba828fffff,8897
89196bab5afffff,9908
89196961083ffff,8356
8919694e40fffff,4461
8919697894bffff,5994
89196b14b07ffff,3679
8919696a81bffff,9088
89196b0411bffff,2524
89196b959a3ffff,7565
89196ba5827ffff,2415
89196b322a7ffff,6009
8919694b46bffff,8504
891969786abffff,7220
89196ba4bb7ffff,4703
8919696accbffff,3544
89196b05917ffff,188
89196969b17ffff,2863
89196b943c7ffff,2116
89196ba114fffff,3995
89196ba28cbffff,8443
89196ba492bffff,3479
89196bb426bffff,3171
89196bb59c3ffff,7849
89196bb110bffff,1120
89196baf543ffff,3732
89196b8552bffff,7306
89196bb3133ffff,1531
891fa49644fffff,7548
89196ba0d4fffff,8589
89196bb5d53ffff,2821
89196b85a03ffff,7614
89196943143ffff,2699
8919694e2c3ffff,7440
891969606bbffff,4405
89196ba8ba3ffff,5739
89196ba407bffff,5969
89196bb20bbffff,9608
89196bb343bffff,9350
89196ba92c7ffff,4408
89196bae8a7ffff,4969
8919696a327ffff,8378
89196bb7017ffff,4409
8919695b263ffff,1981
89196b84d43ffff,4365
891969451cbffff,1860
89196949597ffff,9209
89196bad497ffff,3824
89196bb6abbffff,2009
8919694f66fffff,5526
8919694958fffff,9413
8919696b6c7ffff,7660
89196bb66d7ffff,7557
89196b84537ffff,6611
89196bb4453ffff,8477
8919694c577ffff,4112
89196ba5403ffff,5507
89196baeaabffff,1623
8919694dc67ffff,5185
8919694d853ffff,6701
89196941667ffff,7170
8919696b66bffff,538
8919695953bffff,5521
89196baadd7ffff,1377
89196bb14bbffff,6063
891969489cfffff,9354
89196ba21d3ffff,3275
89196bbb3b7ffff,4863
89196bb0ac7ffff,4815
89196ba058fffff,7464
89196ba6153ffff,3500
89196b0691bffff,5818
891969481d7ffff,7454
8919694c807ffff,485
89196963093ffff,5243
89196bb88bbffff,7063
89196b14d43ffff,179
89196bb0b63ffff,8565
89196978e03ffff,925
8919694f36bffff,522
89196968117ffff,6346
89196ba413bffff,92
89196bacc5bffff,9548
89196b9599bffff,948
89196b84513ffff,5687
89196949373ffff,9497
89196b86ebbffff,8573
89196bb5d97ffff,7151
89196942267ffff,6508
89196baedcfffff,7160
89196baf553ffff,3458
89196bb18cbffff,9367
89196941147ffff,9662
89196941957ffff,1532
89196bb756bffff,5053
89196bb3353ffff,8152
89196bb60d7ffff,1576
89196bb9197ffff,6042
891969605cbffff,9059
89196bac437ffff,6927
89196bad967ffff,6431
89196b96523ffff,8737
89196943523ffff,5612
89196b8c997ffff,2644
89196b14923ffff,6195
89196ba1d47ffff,590
89196948983ffff,6664
89196baa067ffff,1669
891969589cfffff,9784
89196ba8a47ffff,3406
89196ba588fffff,7403
8919696317bffff,4015
89196ba03cbffff,6683
8919694f46bffff,8140
89196958d77ffff,6514
89196baea6fffff,3895
8919695942bffff,661
89196b365d7ffff,2202
89196bab2afffff,371
89196bba24bffff,9760
89196bb5d83ffff,5402
89196bb1b93ffff,2714
8919694896bffff,3865
89196bb8a0fffff,1589
89196940217ffff,6669
8919697ad2bffff,5614
89196b85197ffff,9495
89196ba2c2bffff,4127
89196bb480bffff,2451
89196b8510bffff,9926
8919694e0a7ffff,6546
8919694f693ffff,6328
89196baaba7ffff,1288
8919694ebc7ffff,1911
8919696b607ffff,8144
89196bad86bffff,5406
8919694e253ffff,5191
89196ba2b2bffff,9603
891fa496c8fffff,9140
89196bb6e73ffff,6863
89196bae53bffff,1651
891969623bbffff,816
8919694ee07ffff,3444
89196bb4953ffff,319
89196b1689bffff,1812
89196941963ffff,235
89196b045cfffff,4751
89196940e7bffff,360
8919694ad73ffff,6735
89196948897ffff,9799
891969410b3ffff,7660
89196ba8043ffff,5808
89196b8cb77ffff,2310
89196bacccbffff,5803
8919696a353ffff,3265
89196b86e53ffff,5679
89196b8649bffff,1087
8919694d987ffff,3518
8919694f287ffff,5832
89196ba6017ffff,7199
89196baec0fffff,4463
89196ba8a4bffff,303
8919694f68fffff,4568
8919694c6b3ffff,5796
89196b048c7ffff,7670
89196959383ffff,9845
8919694ce57ffff,3904
89196b16c63ffff,2768
89196b323bbffff,716
89196ba124fffff,5819
89196bad28fffff,7887
89196949babffff,1262
8919694dc57ffff,476
89196bbaeb3ffff,5315
89196bad29bffff,4325
89196bb6027ffff,196
89196b16147ffff,7957
89196bab4cfffff,5312
89196ba2043ffff,3529
89196bae61bffff,1144
89196b96eb7ffff,5908
8919696832fffff,9858
89196bbb63bffff,4353
89196b14483ffff,3175
89196bb4d03ffff,5871
89196948597ffff,185
8919694a477ffff,7289
8919694d2c3ffff,5478
89196bb633bffff,975
89196968563ffff,2885
89196ba214bffff,1322
891969783bbffff,4979
89196b3003bffff,966
89196b14163ffff,3248
89196b04243ffff,7845
89196b335dbffff,5185
89196b144a3ffff,4228
89196bbb593ffff,6298
89196949227ffff,2497
8919696ac1bffff,3943
89196b96aa3ffff,1453
89196979c2fffff,3011
89196ba6e73ffff,6324
89196bb4e13ffff,183
89196bab34fffff,5758
89196ba6d13ffff,4611
89196bac15bffff,1182
89196ba5837ffff,9911
89196978abbffff,4241
8919694ee37ffff,853
891969614dbffff,1370
89196bba023ffff,1439
89196b06a4fffff,1876
8919694ee1bffff,192
89196ba046bffff,5967
89196ba0c63ffff,5855
89196b045a3ffff,5650
89196bb92afffff,1055
89196b86bd7ffff,3520
89196ba9bb7ffff,6599
89196ba082fffff,3816
89196945643ffff,7986
89196b841d3ffff,7496
8919694a827ffff,7850
89196bb9a6bffff,7094
89196bb0e67ffff,2096
89196b14057ffff,5472
89196b84803ffff,7571
89196969bc7ffff,3854
89196969e1bffff,6654
89196b16b47ffff,1796
8919694f623ffff,7044
8919697a98bffff,3281
8919694e0c7ffff,676
89196b041d7ffff,2394
89196bb0847ffff,9081
89196b84997ffff,7467
89196962ac3ffff,6158
89196bb2257ffff,8809
8919694510bffff,7613
8919694ec13ffff,5393
891969419d3ffff,2091
89196bb159bffff,1447
89196bb8337ffff,5883
89196ba9d67ffff,590
891fa492403ffff,4004
89196b86263ffff,8210
89196bba247ffff,8640
89196baa033ffff,9454
89196ba0c1bffff,5349
8919694d437ffff,8410
8919697b287ffff,8491
89196963267ffff,2230
89196b05c8bffff,8986
89196b05c13ffff,9144
891fa4922cfffff,9701
891fa492d27ffff,6691
89196945347ffff,7744
89196b040abffff,1162
89196bad90fffff,8512
8919694d18bffff,5796
89196bb2223ffff,3768
89196b945cfffff,8158
89196bae237ffff,4947
89196b3059bffff,3032
8919697b193ffff,3020
8919694b223ffff,5666
89196baea57ffff,8918
8919694a367ffff,5650
891fa4926cfffff,6051
89196b96d37ffff,1827
89196b9458bffff,5560
89196ba331bffff,6643
89196bba0d7ffff,9915
89196979a53ffff,7471
89196b3042fffff,5465
89196ba183bffff,7108
89196ba8643ffff,1720
8919694f017ffff,5787
89196ba5a43ffff,1190
89196ba0b5bffff,3925
89196ba42abffff,2023
89196bb281bffff,3194
89196948c87ffff,8326
8919696904fffff,643
891969636cbffff,3816
89196bba2b3ffff,3308
89196b8686bffff,6345
89196bac42fffff,6476
89196940027ffff,6413
89196942e0fffff,697
89196baa917ffff,4324
89196bb7023ffff,6909
89196b3362bffff,4640
89196958b5bffff,6611
89196ba7547ffff,9209
89196ba019bffff,2445
89196bb458fffff,6340
89196bae23bffff,9273
89196bb4d87ffff,1928
89196bb5073ffff,405
89196ba7387ffff,2299
89196baa22bffff,7810
8919694ca03ffff,3825
89196ba5913ffff,2877
89196b364afffff,6840
89196b85137ffff,6661
89196ba86cfffff,2883
891969411cbffff,2283
89196bb2807ffff,9252
89196ba2ccbffff,3954
89196b3a69bffff,8728
89196bba987ffff,4456
89196baa02bffff,340
89196ba825bffff,3643
89196ba8e6fffff,3155
89196b96233ffff,1905
89196ba4a23ffff,5378
89196948b43ffff,2380
8919694d01bffff,4637
89196bb48c3ffff,3746
89196b32957ffff,1562
89196badbcfffff,2374
89196969cc3ffff,4397
89196bab6dbffff,8150
89196bb0e53ffff,4833
8919694b64fffff,986
8919697b20fffff,1578
89196bac20bffff,9312
89196b365dbffff,4375
8919694ac9bffff,404
8919694d2d3ffff,7206
89196b86187ffff,4007
89196bb58dbffff,7959
8919694a0abffff,6007
8919694f603ffff,1394
8919696a31bffff,3054
89196ba548bffff,1298
89196ba12bbffff,9881
89196b858afffff,8103
8919694ddbbffff,4333
89196bb5d67ffff,2487
89196b3657bffff,2251
89196941c27ffff,5122
89196b32e57ffff,2969
89196b15d93ffff,9764
89196b8659bffff,7923
89196b32237ffff,7011
89196baa5abffff,7678
89196b846dbffff,3961
89196b05a67ffff,9286
89196bb8913ffff,389
89196b04ab3ffff,276
8919694b4cfffff,951
89196b17187ffff,2249
89196ba1e33ffff,1886
89196ba11b3ffff,643
89196ba5cc7ffff,7043
89196bb29c3ffff,8368
89196bba9b3ffff,9959
8919697947bffff,8405
89196b8e923ffff,4446
89196ba50cfffff,117
891969406cfffff,2527
8919696b1cfffff,5199
8919694b587ffff,5577
891fa496153ffff,1967
89196bb08cfffff,6093
89196ba9687ffff,471
8919696929bffff,6664
89196bb936bffff,5979
8919694c22bffff,8175
89196bbad97ffff,6385
89196961327ffff,1774
89196bb8ab3ffff,8176
89196b0652bffff,9247
89196ba562fffff,95
8919694ea07ffff,9571
89196bac83bffff,4683
89196ba32cfffff,4530
89196baea9bffff,6162
89196ba1317ffff,7271
89196bb4187ffff,494
89196948e97ffff,2182
89196bb5a17ffff,3422
89196b84177ffff,1739
89196baa4d3ffff,5979
89196945177ffff,3887
89196968087ffff,5491
89196b0594bffff,587
89196943347ffff,6121
89196b301bbffff,2064
89196ba4d17ffff,2636
89196bb6ea7ffff,6532
89196b8c9abffff,9745
89196ba188fffff,4510
89196b361d3ffff,4062
89196ba5937ffff,8873
89196ba854bffff,3889
89196ba1bc3ffff,6673
89196bb7407ffff,6100
89196bbacd3ffff,6659
89196ba6b97ffff,8237
8919694f227ffff,4124
89196b061afffff,6818
89196948b53ffff,4724
89196b3652bffff,2898
89196bac993ffff,913
89196979303ffff,6925
89196baa9afffff,5683
89196ba2d97ffff,1377
8919697aa6fffff,7684
89196bb286bffff,6282
89196bba513ffff,2202
89196949b0bffff,675
89196ba4907ffff,749
89196979b93ffff,7772
8919696a107ffff,2053
89196bbae1bffff,1241
89196979c63ffff,6222
8919694c31bffff,6339
89196b30473ffff,893
89196b843afffff,1879
89196978407ffff,2562
89196bb6477ffff,8220
89196b3359bffff,9009
89196960427ffff,4643
89196bb6563ffff,4043
89196bab3abffff,8411
89196ba51bbffff,3775
8919694a387ffff,5296
89196bad3afffff,6083
8919697aa4bffff,3012
89196941ab3ffff,3942
8919694f39bffff,8632
89196b17123ffff,6876
89196bac2a7ffff,9642
89196ba93c7ffff,951
89196968417ffff,4826
89196bbad43ffff,3961
89196bb8e3bffff,7832
89196bb203bffff,4962
89196baeb6bffff,1054
89196959623ffff,6431
89196ba1c6bffff,2429
89196baf60fffff,222
89196b94ac7ffff,945
89196ba9bd7ffff,6132
8919694d8cfffff,1578
89196b840b7ffff,4215
89196b96683ffff,2805
89196ba4a9bffff,9804
89196bb0457ffff,2581
89196bb190fffff,1397
89196b300c3ffff,349
89196ba8327ffff,4580
89196948377ffff,6450
891969790b7ffff,7735
89196b173b7ffff,8956
89196bba5a3ffff,6276
89196bb15cfffff,8176
89196b3a683ffff,1377
8919696b307ffff,8293
89196badd37ffff,3799
8919694e06bffff,9242
89196bb296fffff,7621
89196958aafffff,1152
8919694ab8bffff,9483
8919697848fffff,3168
89196bb733bffff,1157
89196baa82fffff,5326
89196979567ffff,2026
89196bb19b7ffff,5903
89196baeca3ffff,7823
89196bb52cfffff,1354
89196ba55d7ffff,9772
89196ba75b7ffff,7955
89196979517ffff,4613
89196bb541bffff,6744
89196ba9b0bffff,8344
89196bb4dd7ffff,1649
89196b16db3ffff,2090
89196bac667ffff,8418
8919697926fffff,6291
89196949407ffff,2528
89196b0603bffff,4850
891969786a7ffff,6535
89196bba4c7ffff,7955
89196ba936bffff,6179
8919694802bffff,8061
89196bb638bffff,4721
8919694c3b3ffff,3914
89196baed27ffff,5012
8919694c3abffff,7097
8919697904bffff,513
89196ba1e97ffff,2842
89196b0656bffff,5390
8919694ec53ffff,6769
89196bae283ffff,9724
89196b86dcbffff,578
89196942a1bffff,3319
89196bbae4bffff,3208
89196bba2a3ffff,1327
89196969eabffff,1133
89196b17327ffff,2048
89196bb4473ffff,2243
8919694808fffff,6957
8919694f46fffff,8427
8919696120fffff,1139
89196ba5403ffff,4421
89196b86e4bffff,6411
89196badb83ffff,6583
89196baab8fffff,9330
89196baa23bffff,6185
89196baa66bffff,6093
89196bae337ffff,9621
89196b86323ffff,2252
89196bad24bffff,3638
89196948913ffff,9917
8919696327bffff,2827
89196b36617ffff,1115
8919697b42fffff,8411
8919694d0d7ffff,7624
89196bb0883ffff,5898
89196941a53ffff,1812
89196bb3113ffff,6599
89196bbae0bffff,5938
891969431b7ffff,2392
8919695920bffff,2910
89196bb8873ffff,7983
89196bb6a73ffff,1875
89196b85c4bffff,8627
8919682cb23ffff,3646
89196ba2e33ffff,7158
89196ba5637ffff,4480
891969595d7ffff,8521
89196b30193ffff,4175
8919697a9a7ffff,2846
89196ba660fffff,8947
89196bad97bffff,9244
89196bac43bffff,2563
891969431d7ffff,3355
8919697904fffff,7799
89196b15c2bffff,3110
891969794afffff,3230
89196bb0357ffff,2844
891fa493097ffff,6834
89196b36657ffff,4474
89196ba229bffff,598
89196b0401bffff,6972
89196b32ec3ffff,2208
89196bae89bffff,5542
89196948b97ffff,3645
89196ba9407ffff,4368
8919696907bffff,6042
89196ba4a37ffff,7176
89196942877ffff,101
89196ba4457ffff,8356
891fa4960bbffff,8962
89196ba0043ffff,7589
89196b0ed37ffff,5973
89196bab093ffff,3776
89196bae1a7ffff,1862
89196bad27bffff,5823
89196bb6eabffff,2492
8919694c07bffff,3186
89196959053ffff,6711
89196943307ffff,5165
89196941207ffff,8089
89196bba5dbffff,2818
89196bb566bffff,6323
89196945243ffff,2484
89196949453ffff,2496
89196bae597ffff,2166
89196b3654bffff,6094
8919694a147ffff,962
89196ba6d43ffff,2410
89196bb2a97ffff,9407
89196969e07ffff,5466
8919694e19bffff,1951
89196ba9873ffff,979
89196bb76afffff,5070
89196bab007ffff,2448
89196ba6653ffff,5668
8919696b287ffff,9243
8919694333bffff,4328
89196ba0063ffff,200
89196942aa3ffff,9240
89196b04e97ffff,1131
89196ba247bffff,332
89196969d57ffff,5024
89196bb968fffff,622
89196bab36fffff,7304
89196bba087ffff,6477
89196baf47bffff,3070
89196ba5e8bffff,3735
89196ba8aabffff,1119
8919696b003ffff,9396
89196979e3bffff,3596
89196bab563ffff,6102
89196958807ffff,1197
89196ba2cd3ffff,4050
8919694524fffff,8788
89196b94133ffff,6042
89196ba66d3ffff,3146
89196bb320fffff,9863
8919682ca1bffff,3689
89196b863b3ffff,4523
8919694b607ffff,4617
89196ba1d6bffff,5686
89196bb45d7ffff,1924
89196bb5217ffff,4148
8919694f2d3ffff,1368
891fa492093ffff,5965
89196b86863ffff,554
89196b36447ffff,1770
89196ba9123ffff,3905
8919694eacfffff,3336
89196979117ffff,6452
89196ba3623ffff,1664
89196ba202fffff,5312
89196bad4b3ffff,8126
89196960077ffff,7912
89196bac017ffff,284
89196ba88c7ffff,316
89196b86023ffff,3932
8919694d84bffff,392
8919694e473ffff,6042
89196bb0c83ffff,785
8919696a42fffff,1484
89196bb8a6fffff,1003
89196ba236bffff,7070
89196baf517ffff,4101
89196bade13ffff,5834
89196b86db7ffff,2769
8919694a8dbffff,8952
89196ba4bb3ffff,9352
89196941437ffff,768
8919694126fffff,3902
89196bb5a8bffff,532
89196bae9d7ffff,6642
89196ba5b87ffff,358
89196b8712fffff,2634
89196ba9447ffff,4703
89196ba5d03ffff,380
89196b86883ffff,9712
8919697b24fffff,6859
8919696b463ffff,1141
89196bad16fffff,2024
89196bba2cbffff,3454
89196978893ffff,4122
8919694a0a3ffff,4862
89196bb6b63ffff,1258
8919696931bffff,1738
89196bab67bffff,4630
89196bb7257ffff,5614
89196b85157ffff,6772
89196bada2fffff,4127
89196b06dbbffff,4545
891fa49267bffff,4576
89196bbababffff,8868
891fa4965afffff,4279
89196bb8013ffff,4230
89196bb5997ffff,4525
891969781abffff,5235
89196baf6c3ffff,1315
8919697b103ffff,4442
8919696b47bffff,9578
89196bb96c7ffff,7461
89196b06e17ffff,1287
89196941d47ffff,8335
89196ba31c3ffff,5877
89196bb993bffff,5239
8919696b453ffff,5843
89196bb5453ffff,6054
89196969883ffff,7556
89196b366b3ffff,1697
89196bb43a7ffff,4867
8919694c26bffff,9532
89196bad9c3ffff,5719
89196bba007ffff,3288
8919694080bffff,3758
89196b04d17ffff,9348
89196b161afffff,8123
89196bad9a3ffff,1328
89196b15c93ffff,7848
89196ba0343ffff,8046
89196962e6fffff,473
89196958877ffff,8215
89196bac967ffff,6046
8919697b3b7ffff,4323
89196bb65bbffff,3082
89196b949d7ffff,8140
89196ba5aabffff,9495
89196ba1307ffff,5817
89196bb114bffff,6690
8919694ed2bffff,5342
89196b875a3ffff,9013
8919694e44bffff,1691
8919694e163ffff,7048
89196bb49a3ffff,4102
89196ba8d5bffff,1604
89196940143ffff,4456
89196ba893bffff,805
89196bb06c7ffff,1987
89196942b4bffff,8240
89196962e67ffff,7010
891969433b7ffff,4576
89196b04183ffff,1591
89196b94533ffff,6871
89196940377ffff,4260
891969684afffff,9301
89196978ad7ffff,9360
89196bb14d7ffff,3218
89196badc73ffff,6531
89196ba8c3bffff,2555
89196b86cd3ffff,4841
89196ba4d27ffff,8127
891fa4924dbffff,118
89196bb1113ffff,2585
89196960213ffff,4403
89196ba999bffff,6000
89196ba5d77ffff,5285
89196959573ffff,4103
89196b36623ffff,7483
89196b86e83ffff,3360
8919694e263ffff,2846
89196ba0393ffff,3745
89196bb6133ffff,4614
89196ba448fffff,6305
89196bb28c7ffff,1254
89196baccafffff,5395
891969796d7ffff,1103
89196bb024fffff,7285
89196b86ebbffff,5139
89196b8692bffff,7851
8919694e853ffff,1607
89196bb4253ffff,7946
89196baa52fffff,4593
89196bba8cfffff,2206
89196961503ffff,1928
89196949993ffff,793
891969402b7ffff,4236
89196ba2877ffff,1226
89196b86807ffff,5479
89196baec07ffff,4677
8919694d31bffff,1714
8919696840bffff,3690
89196b84d77ffff,8051
89196ba309bffff,8953
89196b85d6fffff,1075
8919694c20fffff,1464
89196b8e97bffff,1137
89196bba84fffff,7223
89196bb18b7ffff,6350
8919697904bffff,1858
89196bbb1c7ffff,5299
89196bbaca3ffff,9434
8919694e3c3ffff,8554
89196ba9aa7ffff,8987
89196bb7603ffff,2244
89196b16dbbffff,8781
89196ba405bffff,7813
89196b16063ffff,4962
89196949cd7ffff,572
89196bad32bffff,4177
89196bb9197ffff,9954
89196b96483ffff,4415
8919696a00fffff,8163
8919694e1d7ffff,288
89196ba1817ffff,334
89196962e63ffff,2230
8919694b317ffff,3348
89196bb668bffff,2200
89196ba4ed7ffff,9016
89196b16a0fffff,8580
8919694c637ffff,4393
8919696ae3bffff,3370
891969594cbffff,7752
8919694e48bffff,6285
89196bab587ffff,5498
89196bb483bffff,2428
89196942b6fffff,1760
89196ba1447ffff,6523
89196bae487ffff,7659
89196940a1bffff,5741
89196b86c97ffff,2168
89196960517ffff,3509
89196b86983ffff,5963
89196b05993ffff,6240
8919697b223ffff,6001
89196ba5da7ffff,5032
89196bad817ffff,246
89196b84997ffff,7528
89196baac37ffff,441
89196b320c7ffff,6638
89196ba80d7ffff,8634
89196bae6d3ffff,8657
89196b15d53ffff,1971
